"Data","Último","Abertura","Máxima","Mínima","Vol.","Var%"
"15 de set. de 2016","3,7130","3,7584","3,7837","3,7000","","-1,26%"
"14 de set. de 2016","3,7604","3,7155","3,7694","3,6995","","1,18%"
"13 de set. de 2016","3,7166","3,6446","3,7422","3,6408","","1,93%"
"12 de set. de 2016","3,6464","3,6745","3,7169","3,6387","","-0,83%"
"09 de set. de 2016","3,6770","3,6122","3,6888","3,6119","","1,73%"
"08 de set. de 2016","3,6143","3,5863","3,6277","3,5756","","0,69%"
"07 de set. de 2016","3,5896","3,5954","3,6096","3,5838","","-0,19%"
"06 de set. de 2016","3,5964","3,6575","3,6663","3,5936","","-1,73%"
"05 de set. de 2016","3,6596","3,6301","3,6641","3,6206","","0,72%"
"02 de set. de 2016","3,6333","3,6473","3,6689","3,6135","","-0,40%"
"01 de set. de 2016","3,6479","3,5996","3,6506","3,5846","","1,42%"
"31 de ago. de 2016","3,5969","3,6115","3,6337","3,5839","","-0,43%"
"30 de ago. de 2016","3,6124","3,6132","3,6419","3,5921","","-0,04%"
"29 de ago. de 2016","3,6138","3,6532","3,6767","3,6110","","-1,17%"
"26 de ago. de 2016","3,6567","3,6500","3,6780","3,5889","","0,13%"
"25 de ago. de 2016","3,6520","3,6314","3,6615","3,6275","","0,51%"
"24 de ago. de 2016","3,6333","3,6539","3,6632","3,6230","","-0,62%"
"23 de ago. de 2016","3,6561","3,6223","3,6623","3,6101","","0,90%"
"22 de ago. de 2016","3,6236","3,6232","3,6542","3,6116","","-0,14%"
"19 de ago. de 2016","3,6286","3,6766","3,6816","3,6258","","-1,34%"
"18 de ago. de 2016","3,6780","3,6151","3,6871","3,6128","","1,70%"
"17 de ago. de 2016","3,6164","3,6099","3,6450","3,5991","","0,11%"
"16 de ago. de 2016","3,6124","3,5622","3,6171","3,5577","","1,38%"
"15 de ago. de 2016","3,5634","3,5636","3,5691","3,5321","","0,01%"
"12 de ago. de 2016","3,5632","3,5019","3,5668","3,4915","","1,73%"
"11 de ago. de 2016","3,5025","3,4934","3,5189","3,4775","","0,21%"
"10 de ago. de 2016","3,4951","3,4954","3,5225","3,4810","","-0,07%"
"09 de ago. de 2016","3,4977","3,5191","3,5239","3,4739","","-0,68%"
"08 de ago. de 2016","3,5217","3,5090","3,5373","3,4972","","0,34%"
"05 de ago. de 2016","3,5096","3,5508","3,5606","3,5052","","-1,25%"
"04 de ago. de 2016","3,5541","3,6079","3,6130","3,5481","","-1,54%"
"03 de ago. de 2016","3,6097","3,6548","3,6815","3,6063","","-1,29%"
"02 de ago. de 2016","3,6570","3,6417","3,6740","3,6275","","0,35%"
"01 de ago. de 2016","3,6444","3,6273","3,6593","3,6209","","0,45%"
"29 de jul. de 2016","3,6282","3,6416","3,6585","3,6039","","-0,40%"
"28 de jul. de 2016","3,6429","3,6067","3,6553","3,6016","","0,94%"
"27 de jul. de 2016","3,6091","3,5987","3,6229","3,5886","","0,24%"
"26 de jul. de 2016","3,6004","3,6113","3,6250","3,5854","","-0,34%"
"25 de jul. de 2016","3,6127","3,5713","3,6258","3,5643","","1,11%"
"22 de jul. de 2016","3,5732","3,6065","3,6220","3,5679","","-0,96%"
"21 de jul. de 2016","3,6077","3,5885","3,6248","3,5716","","0,50%"
"20 de jul. de 2016","3,5899","3,5794","3,5930","3,5641","","0,25%"
"19 de jul. de 2016","3,5811","3,6010","3,6200","3,5781","","-0,60%"
"18 de jul. de 2016","3,6026","3,6192","3,6343","3,5931","","-0,54%"
"15 de jul. de 2016","3,6220","3,6155","3,6319","3,5958","","0,19%"
"14 de jul. de 2016","3,6153","3,6180","3,6448","3,5730","","-0,12%"
"13 de jul. de 2016","3,6195","3,6437","3,6672","3,6177","","-0,71%"
"12 de jul. de 2016","3,6452","3,6579","3,6860","3,6174","","-0,39%"
"11 de jul. de 2016","3,6596","3,6435","3,6684","3,6294","","0,30%"
"08 de jul. de 2016","3,6486","3,7233","3,7329","3,6214","","-2,07%"
"07 de jul. de 2016","3,7258","3,6966","3,7314","3,6773","","0,80%"
"06 de jul. de 2016","3,6961","3,6569","3,7109","3,6407","","1,05%"
"05 de jul. de 2016","3,6578","3,6452","3,6772","3,6424","","0,29%"
"04 de jul. de 2016","3,6473","3,6029","3,6507","3,5860","","1,21%"
"01 de jul. de 2016","3,6037","3,5669","3,6219","3,5527","","0,98%"
"30 de jun. de 2016","3,5687","3,5833","3,6222","3,5207","","-0,44%"
"29 de jun. de 2016","3,5845","3,6542","3,6753","3,5785","","-1,93%"
"28 de jun. de 2016","3,6551","3,7379","3,7718","3,6452","","-2,26%"
"27 de jun. de 2016","3,7398","3,7331","3,7694","3,6988","","-0,29%"
"24 de jun. de 2016","3,7508","3,7983","3,8205","3,6400","","-1,36%"
"23 de jun. de 2016","3,8026","3,8124","3,8566","3,7947","","-0,33%"
"22 de jun. de 2016","3,8150","3,8402","3,8607","3,8045","","-0,65%"
"21 de jun. de 2016","3,8399","3,8379","3,8567","3,7939","","-0,02%"
"20 de jun. de 2016","3,8405","3,8543","3,8897","3,8229","","-0,31%"
"17 de jun. de 2016","3,8523","3,8894","3,9062","3,8488","","-0,99%"
"16 de jun. de 2016","3,8910","3,9098","3,9245","3,8778","","-0,54%"
"15 de jun. de 2016","3,9121","3,8999","3,9363","3,8700","","0,27%"
"14 de jun. de 2016","3,9015","3,9312","3,9475","3,8760","","-0,79%"
"13 de jun. de 2016","3,9326","3,8450","3,9409","3,8385","","2,24%"
"10 de jun. de 2016","3,8466","3,8443","3,8933","3,8299","","0,01%"
"09 de jun. de 2016","3,8463","3,8311","3,8579","3,8010","","0,38%"
"08 de jun. de 2016","3,8318","3,9076","3,9175","3,8245","","-1,99%"
"07 de jun. de 2016","3,9096","3,9605","3,9903","3,9055","","-1,33%"
"06 de jun. de 2016","3,9623","3,9995","4,0091","3,9569","","-1,09%"
"03 de jun. de 2016","4,0058","4,0036","4,0248","3,9813","","-0,01%"
"02 de jun. de 2016","4,0061","4,0265","4,0458","3,9877","","-0,57%"
"01 de jun. de 2016","4,0289","4,0153","4,0621","3,9777","","0,23%"
"31 de mai. de 2016","4,0198","3,9784","4,0549","3,9634","","0,98%"
"30 de mai. de 2016","3,9808","4,0123","4,0297","3,9724","","-0,83%"
"27 de mai. de 2016","4,0142","4,0075","4,0484","3,9954","","0,10%"
"26 de mai. de 2016","4,0103","3,9967","4,0185","3,9864","","0,32%"
"25 de mai. de 2016","3,9974","3,9772","4,0430","3,9572","","0,46%"
"24 de mai. de 2016","3,9790","4,0073","4,0107","3,9496","","-0,73%"
"23 de mai. de 2016","4,0083","3,9471","4,0297","3,9350","","1,45%"
"20 de mai. de 2016","3,9512","3,9914","4,0012","3,9419","","-1,07%"
"19 de mai. de 2016","3,9939","4,0002","4,0556","3,9724","","-0,21%"
"18 de mai. de 2016","4,0025","3,9445","4,0095","3,9248","","1,40%"
"17 de mai. de 2016","3,9473","3,9599","4,0034","3,9390","","-0,37%"
"16 de mai. de 2016","3,9619","3,9957","4,0054","3,9523","","-0,85%"
"13 de mai. de 2016","3,9959","3,9636","3,9977","3,9229","","0,77%"
"12 de mai. de 2016","3,9654","3,9431","3,9954","3,9079","","0,52%"
"11 de mai. de 2016","3,9447","3,9507","3,9761","3,9289","","-0,21%"
"10 de mai. de 2016","3,9530","4,0006","4,0090","3,9350","","-1,24%"
"09 de mai. de 2016","4,0027","3,9925","4,1921","3,9727","","0,21%"
"06 de mai. de 2016","3,9943","4,0304","4,0833","3,9826","","-0,92%"
"05 de mai. de 2016","4,0315","4,0728","4,0789","4,0060","","-1,06%"
"04 de mai. de 2016","4,0748","4,0900","4,1192","4,0503","","-0,44%"
"03 de mai. de 2016","4,0929","4,0385","4,1270","4,0297","","1,33%"
"02 de mai. de 2016","4,0393","3,9304","4,0400","3,9294","","2,62%"
"29 de abr. de 2016","3,9360","3,9590","3,9918","3,9187","","-0,60%"
"28 de abr. de 2016","3,9598","3,9905","4,0070","3,9385","","-0,83%"
"27 de abr. de 2016","3,9928","3,9850","4,0269","3,9676","","0,12%"
"26 de abr. de 2016","3,9880","4,0032","4,0158","3,9677","","-0,47%"
"25 de abr. de 2016","4,0067","4,0014","4,0226","3,9789","","0,06%"
"22 de abr. de 2016","4,0043","3,9923","4,0503","3,9735","","0,25%"
"21 de abr. de 2016","3,9944","3,9853","4,0250","3,9749","","0,17%"
"20 de abr. de 2016","3,9877","4,0109","4,0564","3,9797","","-0,66%"
"19 de abr. de 2016","4,0140","4,0889","4,1025","4,0017","","-1,87%"
"18 de abr. de 2016","4,0906","3,9912","4,0939","3,9245","","2,61%"
"15 de abr. de 2016","3,9866","3,9240","4,0241","3,9003","","1,56%"
"14 de abr. de 2016","3,9255","3,9418","3,9821","3,8957","","-0,47%"
"13 de abr. de 2016","3,9440","3,9753","4,0201","3,9142","","-0,71%"
"12 de abr. de 2016","3,9724","3,9821","4,0591","3,9567","","-0,30%"
"11 de abr. de 2016","3,9842","4,0921","4,1018","3,9760","","-2,66%"
"08 de abr. de 2016","4,0929","4,1958","4,2007","4,0852","","-2,52%"
"07 de abr. de 2016","4,1987","4,1479","4,2353","4,1329","","1,15%"
"06 de abr. de 2016","4,1508","4,1880","4,2093","4,1386","","-0,93%"
"05 de abr. de 2016","4,1899","4,1264","4,1977","4,1085","","1,48%"
"04 de abr. de 2016","4,1286","4,0461","4,1342","4,0338","","2,02%"
"01 de abr. de 2016","4,0470","4,0875","4,1329","4,0219","","-1,04%"
"31 de mar. de 2016","4,0894","4,0796","4,1397","4,0236","","0,18%"
"30 de mar. de 2016","4,0819","4,1060","4,1388","4,0718","","-0,64%"
"29 de mar. de 2016","4,1083","4,0601","4,1246","4,0475","","1,15%"
"28 de mar. de 2016","4,0614","4,1106","4,1216","4,0517","","-1,25%"
"25 de mar. de 2016","4,1130","4,1067","4,1185","4,1030","","0,10%"
"24 de mar. de 2016","4,1087","4,1181","4,1531","4,0989","","-0,32%"
"23 de mar. de 2016","4,1218","4,0153","4,1234","3,9975","","2,61%"
"22 de mar. de 2016","4,0170","4,0646","4,0987","4,0051","","-1,22%"
"21 de mar. de 2016","4,0667","4,0835","4,1135","4,0440","","-0,43%"
"18 de mar. de 2016","4,0842","4,1030","4,1468","4,0218","","-0,51%"
"17 de mar. de 2016","4,1051","4,1986","4,2402","4,0757","","-2,27%"
"16 de mar. de 2016","4,2006","4,1808","4,2652","4,1698","","0,42%"
"15 de mar. de 2016","4,1832","4,0628","4,1992","4,0514","","2,86%"
"14 de mar. de 2016","4,0669","3,9912","4,0683","3,9698","","1,72%"
"11 de mar. de 2016","3,9982","4,0500","4,0724","3,9908","","-1,38%"
"10 de mar. de 2016","4,0542","4,0581","4,1234","3,9435","","-0,13%"
"09 de mar. de 2016","4,0593","4,1303","4,1386","4,0400","","-1,77%"
"08 de mar. de 2016","4,1324","4,1642","4,1997","4,1053","","-0,82%"
"07 de mar. de 2016","4,1666","4,1352","4,1854","4,0937","","0,72%"
"04 de mar. de 2016","4,1367","4,1603","4,1756","3,9856","","-0,64%"
"03 de mar. de 2016","4,1632","4,2307","4,2412","4,1383","","-1,60%"
"02 de mar. de 2016","4,2311","4,2660","4,2804","4,2074","","-0,86%"
"01 de mar. de 2016","4,2680","4,3650","4,3773","4,2641","","-2,28%"
"29 de fev. de 2016","4,3678","4,3638","4,3813","4,2972","","0,04%"
"26 de fev. de 2016","4,3662","4,3567","4,3932","4,3130","","0,12%"
"25 de fev. de 2016","4,3609","4,3577","4,3825","4,3097","","0,02%"
"24 de fev. de 2016","4,3601","4,3577","4,4200","4,3308","","-0,01%"
"23 de fev. de 2016","4,3607","4,3514","4,3936","4,3283","","0,17%"
"22 de fev. de 2016","4,3532","4,4728","4,4787","4,3283","","-2,78%"
"19 de fev. de 2016","4,4776","4,4719","4,5199","4,4588","","0,07%"
"18 de fev. de 2016","4,4743","4,4322","4,5059","4,4155","","0,90%"
"17 de fev. de 2016","4,4346","4,5353","4,5489","4,4170","","-2,28%"
"16 de fev. de 2016","4,5382","4,4658","4,5463","4,4524","","1,56%"
"15 de fev. de 2016","4,4687","4,5027","4,5061","4,4412","","-0,85%"
"12 de fev. de 2016","4,5072","4,5222","4,5260","4,4473","","-0,36%"
"11 de fev. de 2016","4,5235","4,4332","4,5578","4,4230","","1,99%"
"10 de fev. de 2016","4,4353","4,3855","4,4393","4,3590","","1,08%"
"09 de fev. de 2016","4,3880","4,3592","4,4091","4,3463","","0,60%"
"08 de fev. de 2016","4,3619","4,3534","4,3727","4,3184","","0,14%"
"05 de fev. de 2016","4,3559","4,3571","4,4021","4,3205","","-0,08%"
"04 de fev. de 2016","4,3596","4,3230","4,3828","4,2974","","0,79%"
"03 de fev. de 2016","4,3255","4,3533","4,4037","4,3077","","-0,70%"
"02 de fev. de 2016","4,3561","4,3132","4,3953","4,3108","","0,95%"
"01 de fev. de 2016","4,3150","4,3299","4,3814","4,2967","","-0,42%"
"29 de jan. de 2016","4,3333","4,4492","4,4727","4,3214","","-2,67%"
"28 de jan. de 2016","4,4520","4,4712","4,4985","4,3997","","-0,51%"
"27 de jan. de 2016","4,4746","4,4042","4,4867","4,3780","","1,54%"
"26 de jan. de 2016","4,4069","4,4351","4,4683","4,3901","","-0,69%"
"25 de jan. de 2016","4,4375","4,4192","4,4425","4,4151","","0,38%"
"22 de jan. de 2016","4,4208","4,5180","4,5235","4,4143","","-2,21%"
"21 de jan. de 2016","4,5208","4,4605","4,5521","4,4547","","1,32%"
"20 de jan. de 2016","4,4621","4,4298","4,5163","4,4261","","0,69%"
"19 de jan. de 2016","4,4317","4,4146","4,4454","4,3427","","0,32%"
"18 de jan. de 2016","4,4177","4,4175","4,4287","4,3734","","-0,03%"
"15 de jan. de 2016","4,4191","4,3431","4,4634","4,3427","","1,69%"
"14 de jan. de 2016","4,3457","4,3668","4,4223","4,3255","","-0,51%"
"13 de jan. de 2016","4,3680","4,3714","4,3820","4,2994","","-0,15%"
"12 de jan. de 2016","4,3747","4,3991","4,4194","4,3561","","-0,63%"
"11 de jan. de 2016","4,4024","4,3958","4,4227","4,3523","","0,07%"
"08 de jan. de 2016","4,3994","4,4197","4,4238","4,3292","","-0,54%"
"07 de jan. de 2016","4,4231","4,3359","4,4261","4,3326","","1,95%"
"06 de jan. de 2016","4,3387","4,3051","4,3579","4,2982","","0,72%"
"05 de jan. de 2016","4,3075","4,3735","4,3808","4,2799","","-1,57%"
"04 de jan. de 2016","4,3761","4,2982","4,4356","4,2859","","1,74%"
"01 de jan. de 2016","4,3014","4,2998","4,3050","4,2931","","-0,01%"
"31 de dez. de 2015","4,3017","4,3283","4,3322","4,2958","","-0,66%"
"30 de dez. de 2015","4,3301","4,2187","4,3888","4,2075","","2,60%"
"29 de dez. de 2015","4,2202","4,2301","4,2541","4,1887","","-0,28%"
"28 de dez. de 2015","4,2321","4,3200","4,3575","4,2291","","-2,30%"
"25 de dez. de 2015","4,3318","4,3344","4,3377","4,3188","","-0,10%"
"24 de dez. de 2015","4,3362","4,2986","4,3362","4,2872","","0,83%"
"23 de dez. de 2015","4,3004","4,3689","4,3721","4,2963","","-1,61%"
"22 de dez. de 2015","4,3708","4,3782","4,4055","4,3443","","-0,22%"
"21 de dez. de 2015","4,3804","4,3250","4,4108","4,3033","","1,21%"
"18 de dez. de 2015","4,3280","4,1980","4,3324","4,1895","","3,05%"
"17 de dez. de 2015","4,1998","4,2382","4,2511","4,1794","","-0,93%"
"16 de dez. de 2015","4,2393","4,2319","4,3350","4,2280","","0,17%"
"15 de dez. de 2015","4,2323","4,2606","4,2882","4,2200","","-0,71%"
"14 de dez. de 2015","4,2626","4,2516","4,3154","4,2223","","0,15%"
"11 de dez. de 2015","4,2562","4,1693","4,2904","4,1597","","2,04%"
"10 de dez. de 2015","4,1711","4,1333","4,1742","4,0886","","0,88%"
"09 de dez. de 2015","4,1348","4,1317","4,1785","4,0749","","-0,01%"
"08 de dez. de 2015","4,1354","4,0811","4,1628","4,0596","","1,29%"
"07 de dez. de 2015","4,0829","4,0846","4,1017","4,0307","","-0,04%"
"04 de dez. de 2015","4,0847","4,1106","4,1260","4,0462","","-0,66%"
"03 de dez. de 2015","4,1120","4,0678","4,1383","4,0052","","1,01%"
"02 de dez. de 2015","4,0710","4,0985","4,1084","4,0542","","-0,73%"
"01 de dez. de 2015","4,1011","4,0864","4,1406","4,0588","","0,34%"
"30 de nov. de 2015","4,0874","4,0713","4,1444","4,0528","","0,32%"
"27 de nov. de 2015","4,0745","3,9698","4,0782","3,9303","","2,59%"
"26 de nov. de 2015","3,9715","3,9752","4,0034","3,9601","","-0,14%"
"25 de nov. de 2015","3,9769","3,9356","4,0276","3,9130","","1,01%"
"24 de nov. de 2015","3,9371","3,9677","3,9903","3,9268","","-0,84%"
"23 de nov. de 2015","3,9705","3,9426","3,9762","3,9275","","0,66%"
"20 de nov. de 2015","3,9446","3,9887","4,0446","3,9400","","-1,16%"
"19 de nov. de 2015","3,9910","4,0119","4,0414","3,9792","","-0,60%"
"18 de nov. de 2015","4,0152","4,0524","4,0760","4,0042","","-1,01%"
"17 de nov. de 2015","4,0561","4,0816","4,0971","4,0355","","-0,62%"
"16 de nov. de 2015","4,0816","4,1318","4,1443","4,0701","","-1,54%"
"13 de nov. de 2015","4,1454","4,0773","4,1457","4,0529","","1,62%"
"12 de nov. de 2015","4,0793","4,0419","4,1117","4,0084","","0,88%"
"11 de nov. de 2015","4,0439","4,0219","4,0673","3,9751","","0,54%"
"10 de nov. de 2015","4,0223","4,0833","4,1013","3,9960","","-1,50%"
"09 de nov. de 2015","4,0837","4,0450","4,0992","4,0247","","0,81%"
"06 de nov. de 2015","4,0507","4,1128","4,1517","4,0263","","-1,58%"
"05 de nov. de 2015","4,1156","4,1277","4,1480","4,0918","","-0,34%"
"04 de nov. de 2015","4,1295","4,1339","4,1437","4,0890","","-0,16%"
"03 de nov. de 2015","4,1361","4,2391","4,2702","4,0994","","-2,51%"
"02 de nov. de 2015","4,2425","4,2498","4,2632","4,2358","","-0,04%"
"30 de out. de 2015","4,2441","4,2247","4,2848","4,2063","","0,40%"
"29 de out. de 2015","4,2270","4,2686","4,3348","4,2170","","-0,99%"
"28 de out. de 2015","4,2692","4,2949","4,3261","4,2614","","-0,62%"
"27 de out. de 2015","4,2959","4,3164","4,3494","4,2881","","-0,53%"
"26 de out. de 2015","4,3186","4,2697","4,3345","4,2153","","1,01%"
"23 de out. de 2015","4,2756","4,3398","4,3531","4,2638","","-1,51%"
"22 de out. de 2015","4,3413","4,4663","4,4872","4,3365","","-2,86%"
"21 de out. de 2015","4,4692","4,4303","4,5023","4,4241","","0,80%"
"20 de out. de 2015","4,4336","4,3985","4,4436","4,3720","","0,75%"
"19 de out. de 2015","4,4004","4,4521","4,4679","4,3726","","-1,18%"
"16 de out. de 2015","4,4530","4,3283","4,4911","4,3015","","2,98%"
"15 de out. de 2015","4,3240","4,3732","4,4118","4,3075","","-1,13%"
"14 de out. de 2015","4,3736","4,4278","4,4457","4,3687","","-1,30%"
"13 de out. de 2015","4,4314","4,2722","4,4418","4,2625","","3,68%"
"12 de out. de 2015","4,2741","4,2739","4,2873","4,2685","","-0,08%"
"09 de out. de 2015","4,2774","4,2667","4,3064","4,2276","","0,22%"
"08 de out. de 2015","4,2679","4,3646","4,4079","4,2578","","-2,20%"
"07 de out. de 2015","4,3637","4,3421","4,3781","4,2516","","0,46%"
"06 de out. de 2015","4,3439","4,3769","4,4262","4,3106","","-0,74%"
"05 de out. de 2015","4,3764","4,4111","4,4434","4,3508","","-0,70%"
"02 de out. de 2015","4,4074","4,4879","4,5712","4,4050","","-1,83%"
"01 de out. de 2015","4,4896","4,4152","4,5036","4,3910","","1,71%"
"30 de set. de 2015","4,4140","4,5676","4,5740","4,3823","","-3,43%"
"29 de set. de 2015","4,5709","4,6173","4,6661","4,5080","","-1,06%"
"28 de set. de 2015","4,6200","4,4511","4,6280","4,4357","","3,75%"
"25 de set. de 2015","4,4528","4,4193","4,4813","4,3270","","0,72%"
"24 de set. de 2015","4,4210","4,6733","4,7840","4,4193","","-5,41%"
"23 de set. de 2015","4,6737","4,5009","4,6751","4,4751","","3,80%"
"22 de set. de 2015","4,5024","4,4562","4,5260","4,4405","","0,96%"
"21 de set. de 2015","4,4598","4,4514","4,4817","4,4207","","-0,03%"
"18 de set. de 2015","4,4610","4,4569","4,4751","4,4107","","0,04%"
"17 de set. de 2015","4,4590","4,3231","4,4629","4,3204","","3,16%"
"16 de set. de 2015","4,3226","4,3521","4,3648","4,3096","","-0,69%"
"15 de set. de 2015","4,3527","4,3147","4,3770","4,3011","","0,78%"
"14 de set. de 2015","4,3189","4,3878","4,4082","4,3055","","-1,60%"
"11 de set. de 2015","4,3890","4,3410","4,4077","4,3061","","1,07%"
"10 de set. de 2015","4,3424","4,2324","4,3851","4,2213","","2,57%"
"09 de set. de 2015","4,2336","4,2766","4,2846","4,1944","","-1,04%"
"08 de set. de 2015","4,2782","4,2858","4,3086","4,2166","","-0,20%"
"07 de set. de 2015","4,2869","4,2874","4,2950","4,2715","","0,04%"
"04 de set. de 2015","4,2852","4,1574","4,3018","4,1539","","3,06%"
"03 de set. de 2015","4,1580","4,2230","4,2776","4,1518","","-1,56%"
"02 de set. de 2015","4,2237","4,1824","4,2405","4,1524","","0,95%"
"01 de set. de 2015","4,1841","4,0575","4,1899","4,0552","","3,09%"
"31 de ago. de 2015","4,0587","4,0008","4,1406","3,9958","","1,34%"
"28 de ago. de 2015","4,0049","3,9919","4,0347","3,9884","","0,29%"
"27 de ago. de 2015","3,9932","4,0680","4,0845","3,9654","","-1,87%"
"26 de ago. de 2015","4,0692","4,1646","4,1811","4,0566","","-2,34%"
"25 de ago. de 2015","4,1665","4,1265","4,1688","4,0268","","0,92%"
"24 de ago. de 2015","4,1287","3,9748","4,1886","3,9748","","3,55%"
"21 de ago. de 2015","3,9871","3,8851","3,9916","3,8833","","2,60%"
"20 de ago. de 2015","3,8862","3,8821","3,9384","3,8601","","0,05%"
"19 de ago. de 2015","3,8843","3,8215","3,8898","3,8168","","1,62%"
"18 de ago. de 2015","3,8222","3,8528","3,8691","3,8093","","-0,86%"
"17 de ago. de 2015","3,8555","3,8693","3,8956","3,8309","","-0,35%"
"14 de ago. de 2015","3,8692","3,9220","3,9404","3,8442","","-1,39%"
"13 de ago. de 2015","3,9237","3,8827","3,9342","3,8554","","1,04%"
"12 de ago. de 2015","3,8835","3,8345","3,9157","3,8281","","1,23%"
"11 de ago. de 2015","3,8365","3,7830","3,8929","3,7674","","1,37%"
"10 de ago. de 2015","3,7845","3,8447","3,8653","3,7831","","-1,62%"
"07 de ago. de 2015","3,8467","3,8662","3,8950","3,8138","","-0,43%"
"06 de ago. de 2015","3,8632","3,8016","3,9010","3,7936","","1,59%"
"05 de ago. de 2015","3,8026","3,7752","3,8140","3,7589","","0,68%"
"04 de ago. de 2015","3,7770","3,7790","3,8208","3,7590","","-0,07%"
"03 de ago. de 2015","3,7795","3,7531","3,7937","3,7429","","0,54%"
"31 de jul. de 2015","3,7592","3,6836","3,7842","3,6836","","2,00%"
"30 de jul. de 2015","3,6856","3,6549","3,6982","3,6390","","0,72%"
"29 de jul. de 2015","3,6593","3,7128","3,7218","3,6431","","-1,46%"
"28 de jul. de 2015","3,7136","3,7305","3,7984","3,6852","","-0,49%"
"27 de jul. de 2015","3,7320","3,6821","3,7455","3,6742","","1,25%"
"24 de jul. de 2015","3,6858","3,6071","3,6892","3,5909","","2,13%"
"23 de jul. de 2015","3,6088","3,5226","3,6315","3,5182","","2,38%"
"22 de jul. de 2015","3,5248","3,4678","3,5286","3,4660","","1,61%"
"21 de jul. de 2015","3,4689","3,4612","3,4823","3,4484","","0,18%"
"20 de jul. de 2015","3,4625","3,4522","3,4990","3,4481","","0,30%"
"17 de jul. de 2015","3,4520","3,4338","3,4769","3,4265","","0,49%"
"16 de jul. de 2015","3,4353","3,4344","3,4420","3,4016","","-0,04%"
"15 de jul. de 2015","3,4367","3,4556","3,4676","3,4242","","-0,60%"
"14 de jul. de 2015","3,4575","3,4476","3,4719","3,4281","","0,24%"
"13 de jul. de 2015","3,4493","3,5058","3,5384","3,4405","","-2,18%"
"10 de jul. de 2015","3,5263","3,5519","3,6147","3,5148","","-0,80%"
"09 de jul. de 2015","3,5547","3,5811","3,6000","3,5307","","-0,81%"
"08 de jul. de 2015","3,5837","3,5081","3,5918","3,4926","","2,12%"
"07 de jul. de 2015","3,5094","3,4698","3,5187","3,4488","","1,16%"
"06 de jul. de 2015","3,4693","3,4474","3,4894","3,4371","","-0,42%"
"03 de jul. de 2015","3,4840","3,4330","3,4903","3,4300","","1,50%"
"02 de jul. de 2015","3,4325","3,4797","3,5016","3,4260","","-1,41%"
"01 de jul. de 2015","3,4815","3,4550","3,4830","3,4378","","0,73%"
"30 de jun. de 2015","3,4561","3,5022","3,5069","3,4331","","-1,34%"
"29 de jun. de 2015","3,5031","3,4532","3,5272","3,4274","","0,25%"
"26 de jun. de 2015","3,4944","3,5034","3,5212","3,4755","","-0,29%"
"25 de jun. de 2015","3,5045","3,4693","3,5098","3,4500","","0,96%"
"24 de jun. de 2015","3,4713","3,4342","3,4783","3,4293","","1,05%"
"23 de jun. de 2015","3,4353","3,4923","3,5035","3,4327","","-1,70%"
"22 de jun. de 2015","3,4946","3,5186","3,5323","3,4844","","-0,63%"
"19 de jun. de 2015","3,5167","3,4751","3,5229","3,4543","","1,15%"
"18 de jun. de 2015","3,4768","3,4662","3,4949","3,4575","","0,30%"
"17 de jun. de 2015","3,4665","3,4754","3,4990","3,4407","","-0,22%"
"16 de jun. de 2015","3,4743","3,5311","3,5438","3,4650","","-1,53%"
"15 de jun. de 2015","3,5282","3,4988","3,5378","3,4774","","0,34%"
"12 de jun. de 2015","3,5162","3,4773","3,5217","3,4470","","1,09%"
"11 de jun. de 2015","3,4783","3,5300","3,5597","3,4765","","-1,53%"
"10 de jun. de 2015","3,5324","3,4929","3,5332","3,4608","","1,10%"
"09 de jun. de 2015","3,4940","3,5142","3,5307","3,4722","","-0,60%"
"08 de jun. de 2015","3,5152","3,4929","3,5239","3,4796","","0,61%"
"05 de jun. de 2015","3,4938","3,5288","3,5455","3,4505","","-1,05%"
"04 de jun. de 2015","3,5309","3,5329","3,5686","3,5188","","-0,01%"
"03 de jun. de 2015","3,5312","3,4908","3,5367","3,4679","","1,12%"
"02 de jun. de 2015","3,4920","3,4639","3,5232","3,4600","","0,75%"
"01 de jun. de 2015","3,4660","3,4922","3,5156","3,4448","","-0,80%"
"29 de mai. de 2015","3,4939","3,4612","3,5079","3,4444","","0,90%"
"28 de mai. de 2015","3,4627","3,4229","3,4829","3,4180","","1,10%"
"27 de mai. de 2015","3,4251","3,4276","3,4647","3,4193","","-0,12%"
"26 de mai. de 2015","3,4291","3,3983","3,4362","3,3690","","0,87%"
"25 de mai. de 2015","3,3994","3,4039","3,4425","3,3895","","-0,31%"
"22 de mai. de 2015","3,4098","3,3767","3,4165","3,3702","","1,00%"
"21 de mai. de 2015","3,3759","3,3295","3,3876","3,3270","","1,35%"
"20 de mai. de 2015","3,3310","3,3867","3,3905","3,3279","","-1,71%"
"19 de mai. de 2015","3,3889","3,4018","3,4080","3,3546","","-0,42%"
"18 de mai. de 2015","3,4032","3,4297","3,4372","3,3987","","-0,85%"
"15 de mai. de 2015","3,4325","3,4144","3,4372","3,3906","","0,49%"
"14 de mai. de 2015","3,4156","3,4513","3,4801","3,3992","","-1,09%"
"13 de mai. de 2015","3,4531","3,3843","3,4603","3,3637","","1,94%"
"12 de mai. de 2015","3,3875","3,4131","3,4592","3,3777","","-0,81%"
"11 de mai. de 2015","3,4150","3,3303","3,4179","3,3112","","2,51%"
